rgi_id,b_mean,b_sd,b_lo95,b_hi95,classified_95
110001,-0.13139904354126244,0.020901301558764403,-0.1722961701108482,-0.09178799075348405,True
110002,-0.01122578238656346,0.028286480616663535,-0.06722906304459582,0.04399234836442951,False
110003,-0.007657853086779066,0.036324769502758196,-0.07898368517018019,0.0630985049283101,False
110004,-0.07236731380958193,0.026324863637417227,-0.1250718444877444,-0.02088390826156089,True
110005,0.0016521690041831649,0.02616774286189736,-0.04963423426256794,0.05284143789382597,False
110006,0.004050353991343157,0.03223645054736635,-0.05972609568997435,0.0673705877575266,False
120001,-0.009326822745324138,0.020770781220737677,-0.04976815900172979,0.03143232706110529,False
120002,-0.0475380733463256,0.0405327082836521,-0.1273177650280526,0.033157182001954555,False
120003,0.009335019875086677,0.036894599702299184,-0.06223485352672906,0.08146422156711779,False
120004,0.00492565180119128,0.02895208880498004,-0.05118825402209208,0.06075099909645497,False
120005,-0.02584153127357938,0.03047192612672112,-0.08829489978957313,0.032868973553490305,False
130001,-0.043378720480653776,0.014515524495556894,-0.0719727854333682,-0.01448727737712259,True
130002,-0.013560055492016807,0.027003407174051936,-0.06684135852028827,0.03746010016402717,False
130003,0.00635341118359259,0.02857827950328906,-0.04965591462439699,0.06283521729620159,False
130004,-0.0481167258379277,0.030123788759444138,-0.10705849222116495,0.010096226968853782,False
130005,-0.02992781864368072,0.02089392127604523,-0.07033459264991127,0.011109271186018834,False
130006,-0.02675011385039933,0.02082282248145835,-0.06769641224932928,0.013706859735375039,False
130007,-0.0042435606106403356,0.02686772678041793,-0.05689127519339885,0.04798035382453812,False
130008,-0.042680680862964865,0.02819015862539061,-0.09717788558897081,0.013525354605854857,False
130009,0.01441847874603996,0.030128641790577327,-0.04464868946139038,0.07388454653837055,False
130010,-0.019747495516208594,0.021652377631757494,-0.06289622849372761,0.02198088513058077,False
130011,-0.004864053197634131,0.02698506641575936,-0.05764173493449182,0.04787420337660801,False
140001,0.007402877993147065,0.018926974809620214,-0.029679055350477573,0.04412808696029141,False
140002,0.06380833047388507,0.03120736213236957,0.0034479937605773883,0.12583208071651336,True
140003,-0.04468475052134324,0.044563753330208816,-0.13211843313483987,0.04297514594094985,False
140004,-0.07617308817351802,0.05730489733200881,-0.1884116628879927,0.033903885958096396,False
150001,-0.02546212825180645,0.01459185705012359,-0.054140609306124764,0.002969915328246322,False
150002,-0.04915437284483799,0.022293053748683588,-0.09378001022003683,-0.006605922301600206,True
150003,0.010134737262142667,0.019900447610054172,-0.027861398534734044,0.04911854953192456,False
150004,-0.01681729236989965,0.018721791139828952,-0.05327527915133771,0.02000239817495221,False
150005,-0.025881650999346344,0.021808574265032483,-0.0688641811996396,0.0170755426099553,False
150006,-0.04620833703987164,0.028218068427937563,-0.10256554328527917,0.009010603771110662,False
150007,-0.05188803623467467,0.023653353904831705,-0.09799880515481636,-0.006262575774580518,True
150008,0.016500711564603247,0.03309676016883954,-0.049370526438509844,0.08272201870260149,False
150009,-0.04725846477591843,0.019690628930006424,-0.08683162644933247,-0.009876333913695984,True
150010,-0.03763875182339945,0.01983958328271667,-0.07714966894751198,0.0011713137631990066,False
150011,-0.01995179952797432,0.02237145427962452,-0.0642930357834144,0.02259174607771851,False
150012,-0.00213222873254187,0.02330186947495074,-0.04729091010553315,0.04350477000392063,False
150013,-0.022796447103279546,0.028962609797200698,-0.0794321390660533,0.032939973166541736,False
150014,0.013837334476706015,0.03637194856583212,-0.056326975645302584,0.08544125055431971,False
150015,0.0036260675511291226,0.017694672569941308,-0.031212466903801674,0.03849322714663883,False
150016,0.05093297495673543,0.02058266763739087,0.010822648839729871,0.09108754979729046,True
150017,-0.03745929343682437,0.021492536379929972,-0.07961110822428874,0.005156879289062415,False
150018,-0.03754251120456949,0.022802637829590855,-0.08253561334469271,0.0071935891434813685,False
150019,0.016885360767227325,0.034143987080754404,-0.05015852017714419,0.08439186638023861,False
150020,-0.0070759896537469155,0.018266558142028207,-0.042889322280400495,0.028152990297851326,False
150021,-0.057955717086762115,0.030273440376248774,-0.11606529515256189,0.0017569374504382907,False
160001,-0.06673755820762095,0.01852672122138603,-0.10277433001351954,-0.03069772854252236,True
160002,-0.060101797671863216,0.03962921109761468,-0.13739917793751288,0.01591278508133489,False
160003,0.060770808958828866,0.03774694778193686,-0.011690551106104575,0.13730155007071243,False
160004,0.010831628591445326,0.04703619871050754,-0.08217420760197683,0.10384509627464752,False
170001,-0.04134459539122166,0.033199117259961865,-0.10730518651649748,0.02231598254535782,False
170002,-0.0010340575036950103,0.04144123589814929,-0.08184156054655466,0.07971756758541844,False
170003,0.006159278134740321,0.041044308615067034,-0.07469983764577551,0.08633217974736453,False
170004,-0.008395218178409582,0.0523014108937625,-0.11116847923599259,0.09274073366635646,False
170005,0.007747025482223146,0.024936112073354298,-0.041159535566098554,0.056546225812255324,False
170006,0.09027604166997366,0.04720656713642798,-0.003404804039054659,0.18308882378943747,False
170007,0.11149362840432121,0.048555836822362586,0.015532227215187586,0.2038854452911638,True
170008,0.05803588294085848,0.06018017755748164,-0.06055274085461422,0.17778843617772278,False
170009,0.012382110324043816,0.038522585426271856,-0.06272078443926651,0.0875589043443776,False
170010,0.048355219287695705,0.03719901420984121,-0.024611559154261674,0.12133910707099838,False
170011,0.04545945692863384,0.04801247954446697,-0.05046777630712542,0.13800810802543784,False
210001,-0.03198010271796703,0.016535118871528004,-0.06492010705204697,0.0005044587024564558,False
210002,-0.019327404372862195,0.022409459257648683,-0.0630277977738536,0.024343356319207424,False
210003,-0.04760531673867989,0.024096027840940795,-0.09460181271208055,2.686875537654376e-05,False
210004,-0.07264475379533905,0.026398079232452878,-0.12426608446624957,-0.02090281567389533,True
210005,-0.0526118637564135,0.02345031796364194,-0.09871923031598469,-0.005643820904311516,True
210006,0.004494646348091789,0.03192554174840727,-0.05751774722401051,0.06721769052718471,False
210007,-0.005746894370625981,0.03130308155589048,-0.06789078654016929,0.055483775970018676,False
210008,-0.0617167901240207,0.032529010154088656,-0.1250833778301287,0.0025338214168652866,False
210009,-0.024233121961351602,0.020386663751939788,-0.064183741171233,0.015143305616437116,False
210010,-0.058691404486880816,0.021174325348900094,-0.0998885374298672,-0.017601159000307034,True
210011,-0.016000741976208606,0.026727890071926837,-0.06891846163615313,0.03636088759752679,False
210012,0.013712081103557093,0.029301665633389682,-0.043104173451516466,0.07153370062639645,False
210013,-0.04964732832730228,0.02308036340296031,-0.09568938603881863,-0.004197862404899269,True
210014,-0.062459888792376586,0.027079551531089437,-0.11558226208994508,-0.008602562039526905,True
210015,-0.02718503174259856,0.02446438063110576,-0.07551538643060784,0.019633035412861665,False
210016,0.0061456550908836624,0.025466930813945146,-0.04303648336627527,0.055471465928668987,False
210017,0.04193752137034062,0.030959390582631675,-0.018373804988022293,0.10212806030600534,False
210018,0.030389687115597242,0.03579961699319981,-0.03916893249571435,0.09896910140815178,False
210019,-0.028060758608192043,0.01934424124065613,-0.06639362517884485,0.00922143000553546,False
210020,-0.035755376711098824,0.021563769328959728,-0.07785167450451572,0.006443072138768821,False
210021,-0.06800146474388222,0.02316835584507532,-0.11194229814806424,-0.02239766965275416,True
210022,-0.057461899856343424,0.02272218686871374,-0.10284263854763999,-0.012904313713679571,True
220001,-0.07919111281317542,0.020179114761756444,-0.11950680213415756,-0.03923429717441375,True
220002,0.010435084319227225,0.036921772885365814,-0.06145272860012177,0.08470629534487349,False
220003,0.0045565207631953495,0.04163921225782733,-0.07639274290530453,0.0839365916044552,False
220004,0.015042430985739466,0.04964007510283987,-0.08087001184555476,0.111811838163131,False
220005,-0.08718937409594486,0.040602257403184946,-0.16866304627845655,-0.006782793851213158,True
220006,-0.033045274979570084,0.025153088776884998,-0.08212433685702743,0.015894834479518984,False
220007,-0.01283960396975559,0.03556797279744568,-0.08221402097897694,0.057197752223395695,False
220008,-0.027110322878043276,0.03504435357565583,-0.09571794212781985,0.04095259367939995,False
220009,-0.060165091710304666,0.026686819039425706,-0.11340397485182535,-0.008616378183138181,True
220010,-0.02931200349314692,0.039608480251497595,-0.10698007910171564,0.0502414402218005,False
220011,-0.05428830272525073,0.05565469107453197,-0.16245645021055422,0.05597847401191282,False
220012,-0.05625643859617355,0.06289808371236257,-0.17820516042729237,0.06861778696378934,False
220013,-0.040619382775173525,0.0363872870805849,-0.1114466887304848,0.030062289806423077,False
220014,0.056611367193265726,0.0540163703635884,-0.04629288904749615,0.16189024182936868,False
220015,-0.015896653162080967,0.03627117753444557,-0.08741617364552744,0.05445014874713385,False
220016,-0.04352793914546559,0.04451599339217193,-0.13107343393621684,0.0445750019946497,False
220017,0.0009857581346676275,0.035041804344402454,-0.06799533053451617,0.07010152283574789,False
220018,-0.07728736114776091,0.04519706604336986,-0.1666425897073001,0.009914832669989616,False
220019,-0.09344045172819541,0.058997596208679365,-0.21058852032659836,0.02027313501376291,False
230001,-0.0238512365656605,0.014335826197988467,-0.0516743315541898,0.0038239165797648534,False
230002,-0.024715969803884737,0.024641888110917998,-0.07387590900326173,0.023839372809027225,False
230003,-0.0013199617967140887,0.030986184225128364,-0.062321192912091795,0.060168961555892755,False
230004,-0.06402235345676817,0.03423914572533303,-0.1297575587209024,0.002205516940082171,False
230005,-0.0634323496527665,0.034909742708210796,-0.1330435274347219,0.0042193671916104306,False
230006,-0.041917261339290225,0.023036206921595647,-0.0864533948604952,0.002485272732655814,False
230007,-0.006810079305268976,0.02550291837827731,-0.05728923434236538,0.04321732273300569,False
230008,0.004129896620995771,0.040092807687091246,-0.07457060720927612,0.08434807930698952,False
230009,-0.0015824723222675648,0.025202364219708243,-0.050923888732464666,0.04789475612590339,False
230010,-0.06855877183846873,0.041609438757860925,-0.1516272961746819,0.011386853618729648,False
230011,-0.06777663994838738,0.01776736903853748,-0.10210886714675574,-0.03393040527659246,True
230012,-0.09197775269905933,0.028473411329435736,-0.1485103805303145,-0.0369880105980031,True
230013,-0.07105732091154342,0.02503937416368871,-0.12073662786816408,-0.02154420387125151,True
230014,-0.016539726463567345,0.04461873894562975,-0.10414656969138823,0.0697784344627865,False
230015,-0.0661371918136034,0.02138131291259058,-0.10807540047865755,-0.024252407822954392,True
230016,-0.06260062020031641,0.023694796146998136,-0.10863166273323457,-0.017325791503981534,True
230017,-0.035194192543018796,0.02804694325134199,-0.09103204604242648,0.0187038734829808,False
230018,-0.04424321138713866,0.03347517785133172,-0.10917759661898353,0.020253831462101232,False
240001,-0.0774354728281774,0.017514212947401877,-0.11166778672062963,-0.04323140671339775,True
240002,-0.030404277337413514,0.038708998717054854,-0.10765233351825668,0.04501285552922882,False
240003,0.012313469657188155,0.036898492100914525,-0.05973878011576036,0.08510563092307498,False
240004,-0.07270959392761732,0.044909283039925633,-0.16102854839487846,0.015524894083306285,False
240005,0.02811740034300743,0.04860916376987227,-0.06658511699161025,0.12320503695229032,False
240006,-0.06139393413787164,0.05653333267154224,-0.17333298765737667,0.04810206290261253,False
240007,-0.035574807379601565,0.03809112726247727,-0.1109815292291432,0.039661761908418185,False
240008,0.02615787395421289,0.040305302702369254,-0.051309883491304026,0.1046259794234521,False
240009,-0.0022475230729708385,0.02266835481200981,-0.04682064854476506,0.042072008509935796,False
240010,0.01833700325850761,0.02760565928994386,-0.035624882704560844,0.07226500731168653,False
240011,0.03684684516347465,0.029930440930988723,-0.022798476641871405,0.0946228601269064,False
250001,-0.013038420006845398,0.016380698104635726,-0.044404390966807414,0.01922953974966623,False
250002,-0.01248684919852714,0.025365864967863663,-0.06184185835997899,0.03647753442718946,False
250003,0.012279592113541514,0.03436674085510875,-0.055426385298805815,0.07944562283049643,False
250004,0.0454792997258458,0.05126692766775175,-0.05373030557775138,0.14605881973985285,False
250005,-0.03320913123108855,0.0178417706374958,-0.0683857009604775,0.0022885355495530298,False
250006,0.007685861825557325,0.04106424453339862,-0.07276159204718391,0.08730434748999705,False
250007,-0.11437539600288954,0.05082552407687024,-0.21223494977176957,-0.015294549806916052,True
250008,-0.11052070726096987,0.04962543942741939,-0.20966705484746606,-0.015019120913524382,True
250009,-0.024641313723243016,0.02544606836336381,-0.07465399301622282,0.024576855085019562,False
250010,0.0011375703543022404,0.034981953779698066,-0.06687829166094438,0.06946180717010092,False
250011,0.0021113280516797655,0.03870258081994354,-0.07341665847883543,0.07827056143051182,False
250012,0.10522198980293708,0.0558637989140787,-0.005889587476308227,0.21569975863067467,False
250013,-0.016201112917724192,0.05183428028086265,-0.11790474545569447,0.08500961952767411,False
250014,-0.03099766202410734,0.032776002427797137,-0.09560459826065096,0.03140169459289712,False
250015,0.048138371115810784,0.03157718241512515,-0.014460215485487518,0.10906275961164069,False
260001,-0.012471202117572768,0.015269005878095907,-0.04247035755328671,0.017604713446445173,False
260002,-0.003153237727473525,0.02965450808203075,-0.061812352372071305,0.05528380870446191,False
260003,-0.012209043592937854,0.032123055387743994,-0.07562397479286477,0.05071807067945783,False
260004,0.03263606594018482,0.03556377837668772,-0.03843340255282674,0.1019915972668942,False
260005,-0.048754540345033924,0.04046226938646908,-0.13005272814447513,0.028602689632275653,False
260006,-0.05195527434250778,0.03739279707922739,-0.12685593584250782,0.02047391238265957,False
260007,-0.026893771510242467,0.03564022737520361,-0.0960751968115369,0.043208633237631924,False
260008,0.026384951851463067,0.04158864610340575,-0.05488122921511127,0.10608507068671522,False
260009,-0.02098419384237937,0.01855520932575639,-0.05734284793631748,0.014857109757809999,False
260010,-0.016133854473191944,0.021048069927578836,-0.05787760350605919,0.024717537969852776,False
260011,-0.03748000812019257,0.023309826242100685,-0.08334122527361801,0.008685896701190073,False
260012,-0.0072697336627294525,0.02840799729237114,-0.06406619136783302,0.049153499467562964,False
260013,0.004712149675658165,0.023806016737232184,-0.04164531209190475,0.05115808757806676,False
260014,0.039695891581624065,0.03424015696139404,-0.02870055062912372,0.10727179755854484,False
260015,-0.08419616458681503,0.020387999942012503,-0.1245243558238745,-0.04475474806677523,True
260016,-0.03499343743376726,0.020443392440379758,-0.07552996050510287,0.004829630302941984,False
260017,-0.05851691543374011,0.026374144162182502,-0.11075402479418106,-0.008041584783728047,True
260018,-0.044576191560740844,0.03920118537521562,-0.12119352000291676,0.03262949556555387,False
270001,-0.04092374272222249,0.01590603858196178,-0.07182546029992389,-0.01020452059671975,True
270002,0.003945576281491416,0.026893089263685912,-0.048928084955665745,0.056979197477633074,False
270003,-0.005651413443286999,0.026425978756543508,-0.05803176020532786,0.04606456423879253,False
270004,-0.04810139415585079,0.030864083634694343,-0.10855834284514228,0.01250532167167223,False
270005,-0.008208998700271211,0.029772498942473125,-0.0659027010199996,0.04935426110701005,False
270006,-0.08360736699143215,0.035322335027522724,-0.15224468826288662,-0.014647476898547122,True
270007,-0.012753584034004116,0.018260766691434917,-0.04868190163901395,0.022713090408522582,False
270008,0.013946089846286763,0.026990679719706666,-0.03901944344961223,0.06631913078680433,False
270009,-0.02069466572482453,0.028050353449596572,-0.07612979358073274,0.03468145551485475,False
270010,0.011701773656319846,0.02864127620827817,-0.044001867319677215,0.06816253197190165,False
270011,0.014713060887782672,0.027804122954323867,-0.03980472920602816,0.06880026574221884,False
280001,-0.033886918006161025,0.016763828921850833,-0.06642253641646417,-0.0005562622466525163,True
280002,-0.03003129885024329,0.028288278064466627,-0.08489390081944874,0.024442281236103598,False
280003,-0.016311724419367013,0.030283409918775678,-0.07570692874362159,0.04318258716480242,False
280004,-0.04756180566778263,0.027933653616954095,-0.10322168716329093,0.006568539863366455,False
280005,-0.029224399348433207,0.028833870077150603,-0.08740504074222155,0.026328875679563088,False
280006,0.00022301609264755676,0.03052279618661308,-0.0598458910656421,0.06113552217694997,False
290001,-0.01879994138407408,0.014489896785015671,-0.04730177052462652,0.009912160857922035,False
290002,-0.05300213264658891,0.020204387928619966,-0.09255111355402433,-0.01312093504064271,True
290003,-0.004067968338030587,0.02625955120440333,-0.05449261295688511,0.047006802654596884,False
290004,0.002516077324361786,0.02558636973190296,-0.04799333864050769,0.053238793136017294,False
290005,0.006871834764320431,0.021822795164214693,-0.03637175437967003,0.050033520039682484,False
290006,-0.013139284211182154,0.029892513023079208,-0.0717543419775527,0.04540141023512532,False
290007,0.014361399384942814,0.016889139205011446,-0.018484740718770903,0.047851260055430236,False
290008,-0.02135294902474032,0.023249965061748815,-0.06669058335789589,0.024791763140640414,False
290009,-0.006798286238439694,0.020664352346567237,-0.047441744686478,0.03319240573662983,False
290010,0.032553232004443426,0.029368366058376994,-0.02542200208019596,0.09005362866236104,False
290011,-0.09712254792910008,0.01880147766143415,-0.13497288991907355,-0.060566102572187266,True
290012,-0.06480443514203248,0.02235460970478373,-0.10895077030825584,-0.021781494938537187,True
290013,-0.06291969336802959,0.02935728274856658,-0.12116657563535109,-0.005532654102492167,True
290014,0.008525961791695019,0.026448267725756244,-0.04383561726724517,0.06028384385138131,False
290015,-0.03879092535260002,0.031166275614875488,-0.09952562100480529,0.021470291658761548,False
290016,-0.03492188078364923,0.02236573484692665,-0.07911467833814728,0.008412480210768524,False
290017,-0.04983921655077287,0.025215922549867712,-0.09871879151975677,0.0008582501750544089,False
290018,-0.04365732020392039,0.01980202125530259,-0.08237914054858796,-0.004900257903295238,True
290019,-0.04143285357410057,0.03235184237465259,-0.10481288661838868,0.02194864612935881,False
290020,-0.036579374020394795,0.02098185408105746,-0.07773656302583039,0.00371581293719243,False
290021,-0.02988384138344639,0.024270370169551324,-0.0775939769034803,0.017646058105044212,False
290022,-0.004792453913489862,0.017780384685613458,-0.040010396357976756,0.029468164289420423,False
290023,-0.003716944909198244,0.0226724253354308,-0.048736278907864944,0.040140160369994786,False
290024,-0.03941018559554091,0.028541329618634897,-0.0955874327465575,0.01622396607999302,False
290025,-0.04325450566349358,0.027403377850903323,-0.09745406422004609,0.010409663086273079,False
290026,-0.027153687759723544,0.028479658539295412,-0.08331665675540383,0.028928539821858845,False
290027,-0.019072657616522687,0.03696682215271616,-0.09156470839533523,0.05457660928385452,False
290028,-0.027402560004982375,0.045815298692526575,-0.1175330107836496,0.061148898037100094,False
290029,-0.04290930702298366,0.01702563213480284,-0.07578034637728583,-0.009932602779969386,True
290030,0.0243666454980129,0.02505646903935951,-0.02455174029207151,0.07424680754809551,False
290031,0.004210588151949216,0.029272923468910694,-0.05127300560044978,0.06072415336009465,False
290032,-0.06357796714671435,0.03170746300899221,-0.1256401998274812,-0.001792247197700543,True
290033,0.018998235479923974,0.029592599962811883,-0.03957213444763809,0.0769324975571618,False
290034,-0.03075808141479838,0.0281630225037837,-0.08679063650200064,0.02411237823869083,False
310001,0.003917797876774486,0.014614699815596755,-0.024229223439809593,0.032316712700540706,False
310002,-0.042203855024599383,0.024894718325262938,-0.09199107162671664,0.00694021431311609,False
310003,0.021705777030147564,0.031016016903513844,-0.03885894118134992,0.0828123644452899,False
310004,-0.04951501716278055,0.03723658918473955,-0.12351707828344759,0.02176667200115352,False
310005,-0.09499128266501779,0.040636343119746905,-0.17649983103311867,-0.017952929887402387,True
310006,-0.03231518752454756,0.020974756970527055,-0.07341821586132638,0.008528094908436874,False
310007,0.01508176274827023,0.03172856260165952,-0.048666164061173314,0.07745680437476693,False
310008,-0.05308704105699857,0.0322548400836522,-0.11687750238343189,0.009426433721584233,False
310009,-0.03588787443377417,0.03291579371090605,-0.10034015570332785,0.028063582368177204,False
310010,-0.0015566125753641762,0.03838569201428414,-0.07723686340078259,0.07315936624533147,False
310011,-0.19013595124955132,0.044296997253987405,-0.27835222529842474,-0.1054816232968634,True
310012,-0.004345994407772615,0.046968099860938514,-0.09868860141388691,0.08801819512661652,False
310013,-0.012225545494225547,0.02227176052833013,-0.05661642658904807,0.03164761296667852,False
310014,-0.019507400007873134,0.039038604372425394,-0.09608184444849753,0.05686441503632876,False
310015,-0.04371193349722821,0.03438401088912603,-0.1120338927935609,0.02369730110683436,False
310016,0.004711596558760019,0.03976358992851056,-0.07288953860125706,0.08293850654744306,False
310017,-0.08308263395393829,0.045249362139822884,-0.17344452917481804,0.006649903968735977,False
310018,-0.03544869737830899,0.046921507163800766,-0.1275465588684305,0.056055310972110306,False
310019,-0.0976462635462871,0.051408108149746334,-0.19821603028231385,0.002272403862730328,False
310020,-0.0967208360319283,0.02711409535990599,-0.15067055915774422,-0.04409179840307038,True
310021,-0.016850472906560707,0.0347038786383561,-0.08531874452407276,0.051935386684363455,False
310022,0.047317870557217125,0.05707877745504554,-0.0637925305480031,0.16018484957494467,False
310023,-0.0872252063786709,0.0550562060038591,-0.19352648748634876,0.02055795503555234,False
310024,-0.07139959417737955,0.026658299787531592,-0.12381740746824313,-0.01931751089816159,True
310025,-0.03392346365745787,0.02965831395461117,-0.09247366260882098,0.022910924808467455,False
310026,-0.011776882511556341,0.0406187640279381,-0.09318686055448906,0.06818126812034016,False
310027,-0.015542140070565978,0.02100144849492331,-0.056334023188303065,0.023836302672838438,False
310028,-0.03476277713111462,0.025462436783324344,-0.08427974419155244,0.014137619513796605,False
310029,0.007944604625529412,0.027179396374333392,-0.044902586875298654,0.06191219741547335,False
310030,0.004269845399506348,0.034134266666911106,-0.061073364111729284,0.07075362837325425,False
310031,0.017191237216842552,0.034741363257203624,-0.049749521032034935,0.08440942056512443,False
310032,-0.00778813177325511,0.03692684814196107,-0.07932108573776167,0.06375805639300236,False
310033,-0.0022760510305325937,0.04194596793613809,-0.08611683192562782,0.08022878213567221,False
310034,-0.003224473410871462,0.04290989643259751,-0.08729659118988196,0.0798980569679107,False
310035,-0.06337172874946959,0.051573659307318796,-0.16517217478032095,0.038688418551001455,False
310036,-0.03459247684650678,0.05096058910920008,-0.13307759285818546,0.06721915895325938,False
310037,-0.022376049446610813,0.032080379762829965,-0.08664185097445948,0.041070641848226806,False
310038,-0.04411566993770642,0.026199164228717764,-0.09593351382873305,0.006825743340157414,False
310039,-0.09774641235039028,0.036325113934096,-0.16820281238530327,-0.02736273558251917,True
310040,-0.012292315884395489,0.03139499948634673,-0.07334268557911477,0.049344566658878125,False
310041,-0.0575326950059543,0.02902372666588557,-0.1159695726185512,-0.0007847676360180772,True
310042,-0.02953777070996037,0.03004647787127985,-0.0880777253032239,0.0291612184465965,False
310043,-0.04582232721348442,0.02912109165750026,-0.10306655371626844,0.011224603644914385,False
310044,-0.021733042198813515,0.037503885887526504,-0.09513607735036261,0.05186686640573535,False
310045,-0.011626416383204946,0.03593908791732422,-0.08201609540623371,0.0590539186755768,False
310046,-0.00926865196335198,0.03530933039345959,-0.07790355479859137,0.05842849647749352,False
