rgi_id,rate_mean,rate_sd,lo95,hi95,classified_95
110001,-0.07722396314705986,0.015383559639126675,-0.10756590382691492,-0.04733456323033283,True
110002,-0.022315866935186484,0.017127295600992465,-0.0559514889876271,0.01121976248102349,False
110003,-0.023225754626156638,0.018813856734434226,-0.05969238134146853,0.013357305540935975,False
110004,-0.04471269880633919,0.016620299792493395,-0.07709057132060687,-0.012488064679243823,True
110005,-0.016723014877849475,0.017225810224746608,-0.05050665399242047,0.01667839493537192,False
110006,-0.018995333632034025,0.01795247843447196,-0.054207967297878155,0.015744121889396084,False
120001,-0.015029716886457465,0.01500603260550836,-0.044311573950414934,0.014525668707833159,False
120002,-0.025514731738174215,0.01883336400615943,-0.06295781239640827,0.01119251401617589,False
120003,-0.013684721643250606,0.018790322214486403,-0.0507569435890648,0.02335380400274003,False
120004,-0.012483844949410784,0.017417938988490166,-0.046857969051193285,0.02208121714504265,False
120005,-0.022004605100135802,0.017590713423439423,-0.05685761085477376,0.012069090954745157,False
130001,-0.03585654710028857,0.011884013541717876,-0.05930111981034608,-0.012219286222041634,True
130002,-0.019115661373875097,0.017024862282513258,-0.05225773171639872,0.014817293676891826,False
130003,-0.012381092529340935,0.016820524109883654,-0.04516518365598438,0.020744484663273898,False
130004,-0.029545177009603588,0.01745230510153891,-0.06401457324305486,0.00477505833710202,False
130005,-0.02569745205415453,0.015140640730476695,-0.055595356460011416,0.0041542490667397965,False
130006,-0.024518188758953858,0.015156491922599139,-0.05458247775186739,0.005142146657141335,False
130007,-0.015492339033879901,0.01635713972643402,-0.047278802390906025,0.01665579581504807,False
130008,-0.028715503630828237,0.01666893660802162,-0.06128213688203377,0.003747654576971489,False
130009,-0.010968775671656453,0.01734440007782032,-0.0450073721883466,0.02303655613236383,False
130010,-0.021051415685069477,0.01491021661033503,-0.050506692842316694,0.007933006689757697,False
130011,-0.01597822456005616,0.016723701700823438,-0.048526152497833853,0.016885324031896437,False
140001,-0.00451555353957883,0.014258900784756013,-0.032651490530781015,0.02318057563350748,False
140002,0.0062129914920332095,0.018253674261892013,-0.028552758956983327,0.04270561711435752,False
140003,-0.022997287409912356,0.019726952111818203,-0.06130178603267778,0.01569731565385523,False
140004,-0.02496597156036002,0.020542281104709008,-0.06458677409383512,0.015878633530034866,False
150001,-0.023795048476169128,0.011958009602268753,-0.04741045089962447,-0.0006366771835871795,True
150002,-0.033027266940485196,0.01527358057091654,-0.06320325544238296,-0.003367685820005916,True
150003,-0.0053814448573545285,0.01446830129975899,-0.03397867442211721,0.023292314429236214,False
150004,-0.018247839945214898,0.013870197112460927,-0.04529987020141559,0.008796409804046902,False
150005,-0.02303470636440684,0.014714751311194344,-0.05190145299044287,0.005845806458790042,False
150006,-0.02921082657695175,0.016687100590501717,-0.062095746172693846,0.003478770931529153,False
150007,-0.03306431129620608,0.01574501275793689,-0.06461305106244151,-0.0027168608848925635,True
150008,-0.010386218687613387,0.017427751951865127,-0.04405883492130832,0.024024203163232696,False
150009,-0.0341914227967635,0.014527331509253652,-0.0632192490164896,-0.005527119316279288,True
150010,-0.02889984770990046,0.014498497759733872,-0.05729020161188422,-0.00018864175647784483,True
150011,-0.02015332958521417,0.015537557858655774,-0.050376916056003695,0.009915290771183903,False
150012,-0.012385525491417903,0.015561220912771727,-0.042978790669084256,0.018176245235391058,False
150013,-0.021034321874164465,0.016540673356110567,-0.053399496664236,0.01202422086346448,False
150014,-0.012183357477804082,0.018218452454257034,-0.047508198176581376,0.023521253979363957,False
150015,-0.007093561527940333,0.01374328152509942,-0.03375569053465442,0.020499851472639167,False
150016,0.01463574643783381,0.015107715396169494,-0.014488684675721992,0.04478233575112642,False
150017,-0.028297944468445108,0.015064660802068607,-0.05742176649180213,0.0011907999733985488,False
150018,-0.02784163436820923,0.0152216374550343,-0.05781836529355276,0.0017992029214632457,False
150019,-0.010613471871646367,0.017658538224043775,-0.04538297124890167,0.02398694680342844,False
150020,-0.012708550435435381,0.01389019486431386,-0.03981882389279136,0.014912546492357105,False
150021,-0.031961204668680826,0.017111826553265718,-0.06640715500723234,0.000578776246715845,False
160001,-0.047094930198047794,0.014144388525936363,-0.07510550369188852,-0.01893451578656387,True
160002,-0.03109178629108516,0.019032455985642727,-0.06854010395699019,0.006517795777865725,False
160003,-0.004596944514172154,0.019199330634240962,-0.04206856561059002,0.0336138567685615,False
160004,-0.018458185602212168,0.019550984185067337,-0.05708589909439858,0.019137590287010422,False
170001,-0.019207375551863835,0.01876433029263981,-0.056741314337120215,0.017623045874129616,False
170002,-0.009227998655241203,0.01974759752375686,-0.04882025383165553,0.029903973229691887,False
170003,-0.007751400407912207,0.019582247345580606,-0.04648333839058741,0.030291945680560022,False
170004,-0.010829409104025458,0.020874687658578348,-0.051104532695417516,0.030603236752217027,False
170005,-0.003637227196432623,0.016749714065435822,-0.03556520696589152,0.029323971929102226,False
170006,0.004826925021293818,0.020361888075886864,-0.03398762326348896,0.04573087367204391,False
170007,0.00772356218005504,0.020172381866426288,-0.031869226667329796,0.04739247484637166,False
170008,-0.00406718124449859,0.02109360356012602,-0.04390722428457423,0.03810280179681422,False
170009,-0.0062645294700232265,0.019236669079725165,-0.043976771853238034,0.03249923749732656,False
170010,0.0028187664798075512,0.019270376180480334,-0.03458854258761074,0.04101023025862238,False
170011,-0.00325976113527003,0.020619844427978897,-0.043021087906809884,0.038468015112440586,False
210001,-0.030093305210081203,0.012680631969058059,-0.05509052934161629,-0.005188221497787348,True
210002,-0.023703352249196785,0.0152729988641207,-0.05344785149057181,0.006197383112785557,False
210003,-0.03516437940339734,0.01582902932480531,-0.06580604128610754,-0.0041161309549099835,True
210004,-0.04350907589425914,0.016509962215615473,-0.07647177120819473,-0.011531993419326671,True
210005,-0.0375841618868559,0.015604652185624238,-0.0687811723185175,-0.0073187516019402165,True
210006,-0.017704631551892364,0.017342060356006595,-0.05087355371344705,0.01644407215105073,False
210007,-0.020507872378847887,0.016940176152570673,-0.053502484209203796,0.012528772658785695,False
210008,-0.03711298197667083,0.017534897105519205,-0.07117965050476155,-0.002328836102202894,True
210009,-0.025672733316450685,0.014459878853095331,-0.05427400551129807,0.002891363296606895,False
210010,-0.04165629678478276,0.014720423392723565,-0.0709059131089507,-0.012817686463895379,True
210011,-0.02294587841907091,0.016413314885704338,-0.054466382885524536,0.00982463290553177,False
210012,-0.013701003258888648,0.016781976077328897,-0.04678364841136807,0.01921504657962806,False
210013,-0.036504990725961854,0.015382161246343153,-0.06680321651782617,-0.006412883452024908,True
210014,-0.039810725965310594,0.016494905260795004,-0.07295647032789195,-0.0078418681644918,True
210015,-0.026541187255064103,0.016170771774772875,-0.05830342149363328,0.005656874163164831,False
210016,-0.014533821678037193,0.016073346544402043,-0.04673449537871139,0.017286138226303295,False
210017,-0.00609924645591114,0.017634299147485398,-0.03992416580688685,0.02960817485021444,False
210018,-0.013178390911310041,0.018409686876184224,-0.04990503734384482,0.023249258509458935,False
210019,-0.0274758804198833,0.0138299140641001,-0.05463101896927819,-0.0005240130044041486,True
210020,-0.030790384005283146,0.014774892698943892,-0.059847832038972225,-0.0026444887098345847,True
210021,-0.044207807944380215,0.01540651768511012,-0.07533120132049888,-0.014396197559261859,True
210022,-0.04050249892856743,0.015309540278415742,-0.07044923094101954,-0.010177591840278171,True
220001,-0.05270642622926964,0.014655419769090282,-0.0817942127497516,-0.02484003096699556,True
220002,-0.018504241713478153,0.018408295988294635,-0.05499997915383408,0.017166810985558497,False
220003,-0.0214068118312067,0.01898920066249069,-0.05836100987559228,0.015938676106207736,False
220004,-0.02104433116577862,0.019211653860546008,-0.05815109148777886,0.01670492892503225,False
220005,-0.038827091696181835,0.018696084295425547,-0.0752714495505857,-0.0020697699990265355,True
220006,-0.029281516824355855,0.015817338680612244,-0.060865714016655685,0.0014666472820250573,False
220007,-0.02354603177114207,0.018144216570327765,-0.059394439528373706,0.011255289336547828,False
220008,-0.02717895996746846,0.01799274220819325,-0.06217981725094125,0.008531106207843265,False
220009,-0.0390558930743439,0.016626623436595166,-0.07149939526205427,-0.00587265219996303,True
220010,-0.02756572933437591,0.018528178286116824,-0.06411935142965434,0.008778597210743413,False
220011,-0.03011166750753882,0.019840531662329845,-0.06915336683480723,0.008670482328543637,False
220012,-0.030019340194789038,0.020403878176390094,-0.07035490508061983,0.010218892700004185,False
220013,-0.030051439108480328,0.01856567509751567,-0.06660463928876052,0.006232203811721068,False
220014,-0.016895537741325004,0.020212548602175893,-0.056054257805759435,0.022860828173648953,False
220015,-0.02435187699259973,0.018302702779312008,-0.05950699417145568,0.01185000292927404,False
220016,-0.029858594848107215,0.01922530422899889,-0.06673991283238803,0.007809902147188548,False
220017,-0.02037549241629745,0.01842729276428751,-0.05661159579275349,0.015628864486395413,False
220018,-0.035419296540294326,0.01926984078647818,-0.07325536341490614,0.0015124264370677016,False
220019,-0.034597706965932236,0.019862090220230014,-0.07376764060194313,0.0033952736250468718,False
230001,-0.02657269110072494,0.012148042706333798,-0.05037746387931917,-0.0028948256028186927,True
230002,-0.028960680641442464,0.016016469810697615,-0.06107150224882743,0.003021279850929218,False
230003,-0.022244589777148216,0.01748716283451666,-0.056227314985299606,0.012718338306129569,False
230004,-0.039867582642804066,0.01798209848079237,-0.07575487463690432,-0.004546761172552904,True
230005,-0.03973586720765312,0.01801382800665809,-0.07551617152408102,-0.004497622872786753,True
230006,-0.036177756505963866,0.016064723042272584,-0.06822820695562032,-0.004680956941029861,True
230007,-0.022160063736488222,0.016432408777440462,-0.054754713187591064,0.010247975577541113,False
230008,-0.02424638709638493,0.019072675276714086,-0.061154417232737235,0.013091687805205672,False
230009,-0.019796500874454573,0.016744769291162614,-0.05201969467249333,0.013225536907443115,False
230010,-0.03847637449441469,0.018914893135016746,-0.07616531283237744,-0.001310554378349818,True
230011,-0.05150524856254009,0.014102185768305766,-0.07901790039943289,-0.023654290481329245,True
230012,-0.05170193822332037,0.01698316427115398,-0.08584221690618106,-0.018988585700687594,True
